nombre,codigo_chilemat,codigo_barra,precio_compra,precio_venta,precio_mayoreo,unidad_compra,unidad_venta,factor_conversion,stock,categoria,subcategoria,ubicacion_pasillo,ubicacion_estante,ubicacion_nivel,unidad
BASURERO AC.INOX. 12 LTS,031400400-T,,7004.908,,,unid.,unid.,1.0,0,General,Otros,,,,
"BASURERO AC.INOX 20 LTS, CON PEDAL Y BALDE INTERIOR",031400500-T,,17735.66,,,unid.,unid.,1.0,0,General,Otros,,,,
DISPENSA JABÓN AL MURO 500 - TAUMM,031500100-T,,6755.916,,,unid.,unid.,1.0,0,General,Otros,,,,
DISPENSA JABÓN PLÁSTICO BLANCO-CELESTE,031500601-T,,2162.616,,,unid.,unid.,1.0,0,General,Otros,,,,
DISPENSADOR DE PAPEL CON PALANCA,031600500-T,,16418.412,,,unid.,unid.,1.0,0,General,Otros,,,,
BIDON MAUSER 10 LTS. BLANCO (4046)(144UN),3360,,5514.972,,,unidad,unidad,1.0,0,General,Otros,,,,
BIDON MAUSER 22 LTS. BLANCO (4052)(64UN),3374,,8193.644,,,unidad,unidad,1.0,0,General,Otros,,,,
LLAVE LAVATORIO TIPO INOX,040000100-T,,3327.256,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
BIDON 20 LTS. BLANCO C/TAPA,4001,,4933.656,,,unidad,unidad,1.0,0,General,Otros,,,,
BIDON 10 LTS. BLANCO SIMPLE C/TAPA,4002,,1983.904,,,unidad,unidad,1.0,0,General,Otros,,,,
BIDON 5 LTS. WW NATURAL SIMPLE C/TAPA,4003,,1328.292,,,un,un,1.0,0,General,Otros,,,,
BIDON 5 LTS. WW NATURAL SIMPLE C/TAPA,4003,,1328.292,,,unidad,unidad,1.0,0,General,Otros,,,,
MONOBLOCK LAVATORIO BONN TAUMM,040102001-T,,16679.452,,,unid.,unid.,1.0,0,General,Otros,,,,
ANTICORROSIVO ALQUID ROJO OXIDO 1/4 GALON,401069,,2844.9344,,,1/4 galon,1/4 galon,1.0,0,General,Otros,,,,
ANTICORROSIVO ALQUID NEGRO 1/4 GALON,401070,,3137.5,,,1/4 galon,1/4 galon,1.0,0,General,Otros,,,,
ESMALTE AL AGUA PREMIUM TINETA 4 GLNS,402144,,59925.748,,,tineta,tineta,1.0,0,Pinturas,Aplicacion,,,,
ESMALTE AL AGUA PREMIUM GALON,402168,,16481.664,,,galon,galon,1.0,0,Pinturas,Aplicacion,,,,
ESMALTE AL AGUA TINETA,402169,,41568.612,,,tineta,tineta,1.0,0,Pinturas,Aplicacion,,,,
ESMALTE AL AGUA DECO TINETA 4 GL,402170,,42651.928,,,tineta,tineta,1.0,0,Pinturas,Aplicacion,,,,
LATEX PREMIUM BLANCO TINETA 4 GLN,403065,,33854.88,,,tineta,tineta,1.0,0,General,Otros,,,,
COMBINACION DUCHA VANDER,040401001-T,,12743.772,,,unid.,unid.,1.0,0,General,Otros,,,,
COMBINACIÓN DUCHA ECO SIN,040401002-N,,8905.48,,,unid.,unid.,1.0,0,General,Otros,,,,
LLAVE LAVATORIO VANDER MUY MEJORADO,040601001-T,,5620.392,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
LLAVE LAVATORIO BONN TAUMM,040602001-T,,8127.38,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
LLAVE LAVATORIO VANDER ECONOMICA SIMPLE - TAUMM,040604002-T,,4296.116,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
LLAVE LAVATORIO ECO CHICA MEJORADA SIN MARCA,040605002-N,,2683.692,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
LLAVE LAVATORIO PLÁSTICA MIRAGE S/GTÍA,040605006-M,,1430.7,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
LLAVE LAVATORIO ECO MEDIANA MEJORADA SIN GARANTIA,040606002-N,,2816.22,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
LAVACOPA,040701001-T,,3769.016,,,unid.,unid.,1.0,0,General,Otros,,,,
LAVACOPA PLUS,040701002-T,,3589.3,,,unid.,unid.,1.0,0,General,Otros,,,,
LAVACOPA INOX,040701007-T,,4428.644,,,unid.,unid.,1.0,0,General,Otros,,,,
BIDET ÁRABE MANGO CROMADO TAUMM,040704001-T,,8011.92,,,unid.,unid.,1.0,0,General,Otros,,,,
PUERTA SOLIDA PINO RADIATA CLEAR - MODELO COLICO 1/2,040801457502-PLA,,65561.2,,,UNIDAD,UNIDAD,1.0,0,General,Otros,,,,
"SIFÓN 1.1/4"" PLÁSTICO CON CODO SALIDA",040806105-T,,1084.32,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
"SIFÓN 1.1/4"" -1.1/2"" PLÁSTICO CON CODO SALIDA",040906205-T,,1483.912,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
ESTUFA MINI OLEOELECTRICO DF1000H1-9,0409100204N35I,,24292.3322,,,unidad,unidad,1.0,0,General,Otros,,,,
DESAGÜE LAVATORIO 1.1/4 TAUMM,041006001-T,,3056.176,,,unid.,unid.,1.0,0,General,Otros,,,,
"DESAGÜE LAVATORIO 1.1/4"" SIN COLA",041006005-T,,2628.472,,,unid.,unid.,1.0,0,General,Otros,,,,
"DESAGUE 1.1/4"" LAVATORIO PLÁSTICO",041006007-T,,576.296,,,unid.,unid.,1.0,0,General,Otros,,,,
DESAGÜE TINA 1.1/2 TAUMM,041107001-T,,3416.612,,,unid.,unid.,1.0,0,General,Otros,,,,
COMB.LAVAPLATO CUERPO FUNDIDO ALTO VANDER,041201001-T,,14522.86,,,unid.,unid.,1.0,0,General,Otros,,,,
COMBINACION LAVAPLATO V VANDER MUY MEJORADO TAUMM,041301001-T,,8448.66,,,unid.,unid.,1.0,0,General,Otros,,,,
COMBINACIÓN LAVAPLATO ANTONELLA,041402001-T,,5930.628,,,unid.,unid.,1.0,0,General,Otros,,,,
COMBINACIÓN LAVAPLATO ANTONELLA ALTA,041402002-T,,5612.36,,,unid.,unid.,1.0,0,General,Otros,,,,
TEFLON DOMESTICO 1/2 TAUMM,041703001-T,,77.308,,,rollo,rollo,1.0,0,General,Otros,,,,
"TEFLÓN 1/2"" (CINTA AMARILLA)",041703002-N,,149.596,,,rollo,rollo,1.0,0,General,Otros,,,,
"TEFLÓN JUMBO 1/2""",041703004-T,,290.156,,,rollo,rollo,1.0,0,General,Otros,,,,
TEFLON DOMESTICO 3/4 TAUMM,041704001-T,,96.384,,,rollo,rollo,1.0,0,General,Otros,,,,
"TEFLÓN 3/4"" (CINTA AMARILLA)",041704002-N,,253.008,,,rollo,rollo,1.0,0,General,Otros,,,,
"TEFLÓN JUMBO 3/4""",041704004-T,,414.652,,,rollo,rollo,1.0,0,General,Otros,,,,
"TEFLON DOMESTICO 1""",041705001-T,,124.496,,,rollo,rollo,1.0,0,General,Otros,,,,
"TEFLÓN 1"" (CINTA AMARILLA)",041705002-N,,219.876,,,rollo,rollo,1.0,0,General,Otros,,,,
"TEFLÓN JUMBO 1""",041705004-T,,494.972,,,rollo,rollo,1.0,0,General,Otros,,,,
SPRAY ESMALTE ACRILICO BLANCO S/R 400 ML CAJA 12 U,430001,,2102.376,,,unidad,unidad,1.0,0,Pinturas,Aplicacion,,,,
SPRAY ESMALTE ACRILICO NEGRO S/R 400 ML CAJA 12 UN,430002,,2102.376,,,unidad,unidad,1.0,0,Pinturas,Aplicacion,,,,
SPRAY ESMALTE S/R ALUMINIO-400 ML,430003,,2102.376,,,unidad,unidad,1.0,0,Pinturas,Aplicacion,,,,
SPRAY ESMALTE ACRILICO ROJO VIVO S/R 400 ML CAJA 12,430004,,1422.668,,,UNIDAD,UNIDAD,1.0,0,Pinturas,Aplicacion,,,,
SPRAY ESMALTE ACRILICO AZUL S/R 400 ML CAJA 12 UNS,430005,,2102.376,,,unidad,unidad,1.0,0,Pinturas,Aplicacion,,,,
SPRAY ESMALTE ACRILICO VERDE S/R 400 ML CAJA 12 UN,430006,,2102.376,,,unidad,unidad,1.0,0,Pinturas,Aplicacion,,,,
SPRAY ESMALTE ACRILICO S/R AMARILLO 400 ML,430007,,2102.376,,,unidad,unidad,1.0,0,Pinturas,Aplicacion,,,,
SPRAY NEGRO ALTA T? CAJA 12 UNS,430010,,3970.82,,,unidad,unidad,1.0,0,General,Otros,,,,
SPRAY METALICO CROMO DORADO 400 ML CAJA 12 UNS,430011,,2820.236,,,unidad,unidad,1.0,0,General,Otros,,,,
SPRAY NEGRO OPACO 400 ML CAJA 12 UNS,430013,,2102.376,,,unidad,unidad,1.0,0,General,Otros,,,,
SPRAY BLANCO OPACO 400 ML CAJA 12 UNS,430014,,2102.376,,,unidad,unidad,1.0,0,General,Otros,,,,
SPRAY GRIS BRILLANTE 400 ML CAJA 12 UNS,430015,,2102.376,,,unidad,unidad,1.0,0,General,Otros,,,,
STAIN IMPREGNANTE INCOLORO GL CAJA 4 UNS,440022,,18084.048,,,galon,galon,1.0,0,General,Otros,,,,
STAIN MIEL PROTECTOR IMPREGNANTE GLN (4 UN),440025,,15956.572,,,galon,galon,1.0,0,General,Otros,,,,
STAIN IMPREGNANTE ALERCE GL CAJA 4 UNS,440031,,18084.048,,,galon,galon,1.0,0,General,Otros,,,,
STAIN IMPREGNANTE NOGAL GL CAJA 4 UNS,440034,,18084.048,,,galon,galon,1.0,0,General,Otros,,,,
STAIN IMPREGNANTE ROBLE GL CAJA 4 UNS,440037,,18084.048,,,galon,galon,1.0,0,General,Otros,,,,
STAIN IMPREGNANTE CAOBA GL CAJA 4 UNS,440082,,18084.048,,,galon,galon,1.0,0,General,Otros,,,,
ESTUFA PARAFINA KPM-3300,0501010104124I,,78964.1482,,,unidad,unidad,1.0,0,General,Otros,,,,
MATA RAIZ SOLIDO 500 GRS CAJA 40 UNS,502167,,3185.692,,,unidad,unidad,1.0,0,General,Otros,,,,
DESTAPADOR BIOLOGICO FOSAS 946 ML,502180,,8208.704,,,unidad,unidad,1.0,0,General,Otros,,,,
"FLEXIBLE HI-HI 1/2"" 100 CM",050433011-T,,1895.552,,,unid.,unid.,1.0,0,General,Otros,,,,
FLEXIBLE HI-HI 1/2 25 CM - TAUMM,050433211-T,,985.928,,,unid.,unid.,1.0,0,General,Otros,,,,
FLEXIBLE HI-HI 1/2 25 CM TAUMM,050433212-T,,719.868,,,unid.,unid.,1.0,0,General,Otros,,,,
FLEXIBLE HI-HI 1/2 25 CM SIN,050433213-N,,468.868,,,unid.,unid.,1.0,0,General,Otros,,,,
FLEXIBLE HI-HE 1/2 25 CM - TAUMM,050433221-T,,931.712,,,unid.,unid.,1.0,0,General,Otros,,,,
FLEXIBLE HE-HI 1/2 25 CM TAUMM,050433222-T,,678.704,,,unid.,unid.,1.0,0,General,Otros,,,,
FLEXIBLE HI-HI 1/2 30 CM - TAUMM,050433311-T,,1018.056,,,unid.,unid.,1.0,0,General,Otros,,,,
FLEXIBLE HI-HI 1/2 30 CM TAUMM,050433312-T,,816.252,,,unid.,unid.,1.0,0,General,Otros,,,,
FLEXIBLE HI-HE 1/2 30 CM - TAUMM,050433321-T,,963.84,,,unid.,unid.,1.0,0,General,Otros,,,,
FLEXIBLE HE-HI 1/2 30 CM TAUMM,050433322-T,,716.856,,,unid.,unid.,1.0,0,General,Otros,,,,
FLEXIBLE HI-HI 1/2 35 CM TAUMM,050433412-T,,795.168,,,unid.,unid.,1.0,0,General,Otros,,,,
FLEXIBLE HI-HE 1/2 35 CM - TAUMM,050433421-T,,1036.128,,,unid.,unid.,1.0,0,General,Otros,,,,
FLEXIBLE HE-HI 1/2 35 CM TAUMM,050433422-T,,770.068,,,unid.,unid.,1.0,0,General,Otros,,,,
FLEXIBLE HI-HI 1/2 40 CM - TAUMM,050433511-T,,1105.404,,,unid.,unid.,1.0,0,General,Otros,,,,
FLEXIBLE HI-HI 1/2 40 CM TAUMM,050433512-T,,865.448,,,unid.,unid.,1.0,0,General,Otros,,,,
FLEXIBLE HI-HE 1/2 40 CM - TAUMM,050433521-T,,1086.328,,,unid.,unid.,1.0,0,General,Otros,,,,
FLEXIBLE HE-HI 1/2 40 CM TAUMM,050433522-T,,832.316,,,unid.,unid.,1.0,0,General,Otros,,,,
FLEXIBLE HI-HI 1/2 50 CM - TAUMM,050433612-T,,910.628,,,unid.,unid.,1.0,0,General,Otros,,,,
FLEXIBLE HI-HE 1/2 50 CM - TAUMM,050433622-T,,899.584,,,unid.,unid.,1.0,0,General,Otros,,,,
"FLEXIBLE HI-HI 1/2"" 60 CM",050433712-T,,1034.12,,,unid.,unid.,1.0,0,General,Otros,,,,
"FLEXIBLE HE-HI 1/2"" 60 CM",050433722-T,,998.98,,,unid.,unid.,1.0,0,General,Otros,,,,
FLEXIBLE HI-HI 1/2 X 15/16 35 CM TAUMM,050473422-T,,828.3,,,unid.,unid.,1.0,0,General,Otros,,,,
FLEXIBLE NYLON ACERO LAVADORA-HI 3/4 150 CM - TAUMM,050705811-T,,1157.612,,,unid.,unid.,1.0,0,Aceros y Techumbre,Planchas,,,,
CADENA ESLABON CORTO 4MMX61,50923010,,1557.204,,,mts,mts,1.0,0,General,Otros,,,,
CADENA ESLABON CORTO 5MMX61,50923015,,2473.856,,,mts,mts,1.0,0,General,Otros,,,,
CADENA ESLABON CORTO 6MMX61,50923020,,4117.404,,,mts,mts,1.0,0,General,Otros,,,,
CADENA ESLABON CORTO 8MMX30,50923025,,4372.42,,,mts,mts,1.0,0,General,Otros,,,,
FLEXIBLE HE-HI 1/2 X M10 35 CM AZUL - TAUMM,050939321-T,,896.572,,,unid.,unid.,1.0,0,General,Otros,,,,
"FLEXIBLE HE-HI M10X1 X 1/2"" 50 CM AZUL",050939621-T,,1026.088,,,unid.,unid.,1.0,0,General,Otros,,,,
PICAPORTE BASE RECTA 1078 2'' C/TORNILLOS ZINCADO DP 1 U,50962228,,1131.508,,,display,display,1.0,0,Ferreteria,Fijaciones,,,,
PICAPORTE BASE RECTA 1078 2 1/2'' C/TORNILLOS ZINCADO DP 1 U,50962231,,1311.224,,,display,display,1.0,0,Ferreteria,Fijaciones,,,,
PICAPORTE BASE RECTA 1078 3'' ZINCADO DP 1U,50962260,,1705.796,,,display,display,1.0,0,Aceros y Techumbre,Planchas,,,,
PICAPORTE C/PERFORACION P/CANDADO 70 MM C/TORNILLOS ZINCADO BOLSA,50988670,,3609.38,,,bolsa,bolsa,1.0,0,Ferreteria,Fijaciones,,,,
PICAPORTE C/PERFORACION P/CANDADO 70 MM C/TORNILLOS ZINCADO,50989570,,4204.92268,,,display,display,1.0,0,Ferreteria,Fijaciones,,,,
PICAPORTE C/PERFORACION P/CANDADO 100 MM C/TORNILLOS ZINCADO,50989600,,5445.696,,,display,display,1.0,0,Ferreteria,Fijaciones,,,,
PICAPORTE AL PISO Nº 320 300 X 15 MM ZINCADO,50998170,,6827.2,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,,
FLEXIBLE AGUA CALEFONT HI-HI 1/2 25 CM - TAUMM,051033211-T,,1372.468,,,unid.,unid.,1.0,0,Construccion,Materiales,,,,
"FLEXIBLE AGUA CALEFONT HI-HE 1/2"" 25 CM",051033221-t,,1404.596,,,unid.,unid.,1.0,0,Construccion,Materiales,,,,
"FLEXIBLE AGUA CALEFONT HI-HI  1/2"" 35 CM",051033411-T,,1671.66,,,unid.,unid.,1.0,0,Construccion,Materiales,,,,
"FLEXIBLE AGUA CALEFONT HI-HE  1/2"" 35 CM",051033421-T,,1721.86,,,unid.,unid.,1.0,0,Construccion,Materiales,,,,
ESCUADRA SILLA 1'' ZINCADO,51051150,,216.864,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,,
ESCUADRA SILLA 1 1/2'' ZINCADO,51051168,,229.916,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,,
ESCUADRA SILLA 2'' ZINCADO,51051228,,260.036,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,,
ESCUADRA SILLA 2 1/2'' ZINCADO,51051231,,341.36,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,,
ESCUADRA SILLA 3'' ZINCADO,51051260,,376.5,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,,
ESCUADRA SILLA 3 1/2'' ZINCADO,51051262,,587.34,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,,
ESCUADRA SILLA 4'' ZINCADO,51051280,,607.42,,,un,un,1.0,0,Aceros y Techumbre,Planchas,,,,
ESCUADRA ESTANTE 3 X 4'' ESMALTADO BLANCO,51057270,,346.38,,,unidad,unidad,1.0,0,General,Otros,,,,
ESCUADRA ESTANTE 4 X 5'' ESMALTADO BLANCO,51057290,,451.8,,,unidad,unidad,1.0,0,General,Otros,,,,
ESCUADRA ESTANTE 5 X 6'' ESMALTADO BLANCO,51057302,,519.068,,,unidad,unidad,1.0,0,General,Otros,,,,
ESCUADRA ESTANTE 6 X 8'' ESMALTADO BLANCO,51057311,,732.92,,,unidad,unidad,1.0,0,General,Otros,,,,
ESCUADRA ESTANTE 8 X 10'' ESMALTADO BLANCO,51057331,,1207.812,,,unidad,unidad,1.0,0,General,Otros,,,,
ESCUADRA ESTANTE 10 X 12'' ESMALTADO BLANCO,51057352,,1624.472,,,unidad,unidad,1.0,0,General,Otros,,,,
ESCUADRA ESTANTE 12 X 14'' ESMALTADO BLANCO,51057360,,2131.492,,,unidad,unidad,1.0,0,General,Otros,,,,
PORTACANDADO N° 915 ZINC 11/2 1UN (DP),51111168,,928.7,,,display,display,1.0,0,Aceros y Techumbre,Planchas,,,,
PORTACANDADO N° 915 ZINC 21/2 1UN (DP),51111231,,1272.068,,,display,display,1.0,0,Aceros y Techumbre,Planchas,,,,
PORTACANDADO N° 915 ZINC 31/2 1UN (DP),51111262,,2239.924,,,display,display,1.0,0,Aceros y Techumbre,Planchas,,,,
PORTACANDADO N° 915 ZINC 41/2 1UN (DP),51111281,,2560.2,,,display,display,1.0,0,Aceros y Techumbre,Planchas,,,,
"FLEXIBLE GAS HI-HI 1/2"" 60 CM",051133711-T,,3078.264,,,unid.,unid.,1.0,0,General,Otros,,,,
FLEXIBLE GAS HI-HI 1/2 100 CM,051133811-T,,3799.136,,,unid.,unid.,1.0,0,General,Otros,,,,
CERROJO PORTACANDADO N°920 4'' ZINCADO DP 1 U C/TORNILLOS,51168280,,2616.424,,,display,display,1.0,0,Ferreteria,Fijaciones,,,,
CERROJO PORTACANDADO N°920 5'' ZINCADO DP 1 U C/TORNILLOS,51168281,,3596.328,,,display,display,1.0,0,Ferreteria,Fijaciones,,,,
CERROJO CARCELERO C/TORN. 8'' ZINCADO,51180008,,7886.42,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,,
CERROJO CARCELERO C/TORN. 10'' ZINCADO,51180010,,8738.816,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,,
GANCHO PERCHA DOBLE 100MM ZA.BRONCEADO DPL 1U,51301110,,2078.28,,,display,display,1.0,0,General,Otros,,,,
GANCHO PERCHA DOBLE 48MM ZA.BRONCEADO DPL 1U,51301120,,1932.7,,,display,display,1.0,0,General,Otros,,,,
BURLETE ADHESIVO 1.00 MTS ALUMINIO PLATA,51315130,,16616.2,,,unidad,unidad,1.0,0,General,Otros,,,,
MANILLA ESTANDAR ZINCADO,51334780,,991.952,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,,
FLEX. C/ LLAVE ANGULAR HE-HI 1/2 X 7/8 25 CM,051336222-T,,2441.728,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
FLEX. C/ LLAVE ANGULAR HE-HI 1/2 X 7/8 30 CM,051336322-T,,2778.068,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
FLEX. C/ LLAVE ANGULAR HE-HI 1/2 X 7/8 35 CM,051336422-T,,2646.544,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
RETEN MAGNETICO BLANCO 45X15,51339790,,396.58,,,unidad,unidad,1.0,0,General,Otros,,,,
TOPE PUERTA PLASTICO NEGRO GOMA,51345700,,586.336,,,unidad,unidad,1.0,0,General,Otros,,,,
TOPE PUERTA PLASTICO CAFE GOMA,51345701,,586.336,,,unidad,unidad,1.0,0,General,Otros,,,,
TRAMPAS RATON ZINCADO BL 1 U,51360200,,3430.668,,,bolsa,bolsa,1.0,0,Aceros y Techumbre,Planchas,,,,
FLEXIBLE GAS HI-HI 3/8 (IZQ) X 1/2 60 CM - TAUMM,0515A3711-T,,3344.324,,,unid.,unid.,1.0,0,General,Otros,,,,
FLEXIBLE GAS HI-HI 3/8 (IZQ) X 1/2 100 CM - TAUMM,0515A3811-T,,3629.46,,,unid.,unid.,1.0,0,General,Otros,,,,
RUEDA PLASTICA C/PLACA TIPO YO-YO 40 MM NYLON,51710140,,527.1,,,unidad,unidad,1.0,0,General,Otros,,,,
RUEDA PLASTICA C/PLACA TIPO YO-YO 50 MM NYLON,51710150,,662.64,,,unidad,unidad,1.0,0,General,Otros,,,,
RUEDA PARA CAMA CAFÉ C/PLACA Y FRENO NYLON,51740030,,2085.308,,,unidad,unidad,1.0,0,General,Otros,,,,
CUBREJUNTA N° 1300 BRONCEADO 0.80 MTS,52402137,,4973.816,,,unidad,unidad,1.0,0,General,Otros,,,,
CUBREJUNTA N° 1300 BRONCEADO 1 MT,52402150,,5906.532,,,unidad,unidad,1.0,0,General,Otros,,,,
DEFENSA MURO ESCORPION 90º  ( 15 U ),52494000,,3298.14,,,unidad,unidad,1.0,0,General,Otros,,,,
DEFENSA MURO ESCORPION 90° 125°DOBLE  ( 6 U ),52494650,,6875.392,,,unidad,unidad,1.0,0,General,Otros,,,,
CANDADO SERIE P-2000 30 MM BRONCE PULIDO,52602130,,3503.96,,,unidad,unidad,1.0,0,Hogar,Banio y Decoracion,,,,
CANDADO SERIE P-2000 40 MM BRONCE PULIDO,52602140,,4493.904,,,unidad,unidad,1.0,0,Hogar,Banio y Decoracion,,,,
CANDADO SERIE P-2000 50 MM BRONCE PULIDO,52602150,,7239.844,,,unidad,unidad,1.0,0,Hogar,Banio y Decoracion,,,,
CANDADO SERIE P-2000 60 MM BRONCE PULIDO,52602160,,11088.176,,,unidad,unidad,1.0,0,Hogar,Banio y Decoracion,,,,
MASCARA DE SOLDAR ECONOMICA,52700125,,3915.6,,,unidad,unidad,1.0,0,General,Otros,,,,
GUANTE ALBAÑIL NEGRO T/9,52700437,,1034.12,,,unidad,unidad,1.0,0,General,Otros,,,,
PANTALON CARGO AZUL T/M,52701110,,7366.348,,,unidad,unidad,1.0,0,General,Otros,,,,
PANTALON CARGO AZUL T/L,52701115,,7366.348,,,unidad,unidad,1.0,0,General,Otros,,,,
PANTALON CARGO AZUL T/XL,52701120,,7366.348,,,unidad,unidad,1.0,0,General,Otros,,,,
PANTALON CARGO AZUL T/XXL,52701125,,7366.348,,,unidad,unidad,1.0,0,General,Otros,,,,
LENTE DAUMER L 200 GRIS,53201212,,607.42,,,unidad,unidad,1.0,0,General,Otros,,,,
LENTE DAUMER L 300 GRIS C/CORDON,53201214,,785.128,,,unidad,unidad,1.0,0,General,Otros,,,,
LENTE DAUMER L 600 PRO GRIS,53201241,,2233.9,,,unidad,unidad,1.0,0,General,Otros,,,,
LENTE DAUMER L 600 PRO CLARO,53201242,,2359.4,,,unidad,unidad,1.0,0,General,Otros,,,,
LENTE DAUMER L 700 GRIS,53201250,,1581.3,,,unidad,unidad,1.0,0,General,Otros,,,,
CAPA DE AGUA IMPERMEABLE AZUL,53201480,,5276.02,,,unidad,unidad,1.0,0,General,Otros,,,,
DISCO FLAP ACO W-MAX 115MM G120 ( CAJA 10 UNIDADES),57831212060110,,592.36,,,caja,caja,1.0,0,Herramientas,Discos y Corte,,,,
LIJA P/MURO ANTIEMBOTAMIENTO G220 ( CAJA 25 UNIDADES),58319822060125,,130.52,,,caja,caja,1.0,0,General,Otros,,,,
CAJA DE DISTRIBUCIÓN P/ TABIQUE SOPORE METALICO METÁLICA COLOR NARANJA,0600CE0516,,477.904,,,unidad,unidad,1.0,0,General,Otros,,,,
VÁLVULA COMPUERTA 3/4 TAUMM,060244000-T,,3590.304,,,unid.,unid.,1.0,0,General,Otros,,,,
VÁLVULA FONDO (PIE) C/FILTRO AC.INOX. 1 TAUMM,060455000-T,,1955.792,,,unid.,unid.,1.0,0,General,Otros,,,,
VÁLVULA RETENCIÓN VERTICAL (SPRING) 1/2 TAUMM,060533000-T,,1405.6,,,unid.,unid.,1.0,0,Construccion,Materiales,,,,
"VÁLVULA RETENCIÓN VERTICAL ÉMBOLO METAL (SPRING) 1/2""",060533001-T,,1689.732,,,unid.,unid.,1.0,0,Construccion,Materiales,,,,
"VÁLVULA RETENCIÓN VERTICAL ÉMBOLO METAL (SPRING) 3/4""",060544001-T,,2289.12,,,unid.,unid.,1.0,0,Construccion,Materiales,,,,
VÁLVULA RETENCIÓN VERTICAL (SPRING) 1 TAUMM,060555000-T,,3164.608,,,unid.,unid.,1.0,0,Construccion,Materiales,,,,
"VÁLVULA RETENCIÓN VERTICAL ÉMBOLO METAL (SPRING) 1""",060555001-T,,3317.216,,,unid.,unid.,1.0,0,Construccion,Materiales,,,,
VÁLVULA RETENCIÓN VERTICAL (SPRING) 1 1/4 TAUMM,060566000-T,,4257.964,,,unid.,unid.,1.0,0,Construccion,Materiales,,,,
"VÁLVULA RETENCIÓN VERTICAL ÉMBOLO METAL (SPRING) 2""",060588001-T,,11126.328,,,unid.,unid.,1.0,0,Construccion,Materiales,,,,
VÁLVULA RETENCIÓN CHAPALETA (VAIVÉN) 3/4 TAUMM,060644000-T,,2173.66,,,unid.,unid.,1.0,0,General,Otros,,,,
VÁLVULA RETENCIÓN CHAPALETA (VAIVÉN) 1 TAUMM,060655000-T,,3358.38,,,unid.,unid.,1.0,0,General,Otros,,,,
VÁLVULA RETENCIÓN CHAPALETA (VAIVÉN) 1 1/4 TAUMM,060666000-T,,5326.22,,,unid.,unid.,1.0,0,General,Otros,,,,
VÁLVULA RETENCIÓN CHAPALETA (VAIVÉN) 2 TAUMM,060688000-T,,11359.256,,,unid.,unid.,1.0,0,General,Otros,,,,
SIERRA CIRCULAR 180MM ( CAJA 10 UNIDADES),6100241806011,,2901.56,,,caja,caja,1.0,0,Herramientas,Discos y Corte,,,,
"APOYO 10X20X30 (FACTOR DE CARGA 25,68)",613090012,,1606.4,,,Unidad,Unidad,1.0,0,General,Otros,,,,
"CUBIERTA 0,60 REDONDA AR (FACTOR DE CARGA 49,44)",614010057,,7731.804,,,unidad,unidad,1.0,0,General,Otros,,,,
DIAMANTADO 115MM CONTINUO W-MAX ( CAJA 10 UNIDADES),0668115111CL01,,1594.352,,,caja,caja,1.0,0,General,Otros,,,,
DIAMANTADO 115MM SEGMENTADO W-MAX ( CAJA 10 UNIDADES),0668115112CL01,,1712.824,,,caja,caja,1.0,0,General,Otros,,,,
ALARGADOR MULTIPLE 10 MTS 2P + T 250V / 10A / 2000 WATTS - NEGRO,0700EE0010,,16076.048,,,unidad,unidad,1.0,0,General,Otros,,,,
LLAVE ANGULAR HE-HE 1/2 TAUMM,070100320-T,,1430.7,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
LLAVE DE BOLA PARA JARDÍN/LAVADERO 1/2- ZAMAK,070200322-T,,1269.056,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
"LLAVE DE BOLA PARA JARDÍN/LAVADERO 1/2"" OTRA",070200325-T,,2187.716,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
